timestamp,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,decile_10
2023-05-29 03:41:46.469288,-0.19324349376114092,-0.10431223155929037,-0.12471143421653008,-0.2127190817790532,-0.2249288119953865,-0.08245863066538095,-0.028557636012151555,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 04:41:46.470964,-0.013207843137254871,-0.10431223155929037,-0.12471143421653008,-0.16441683405069352,-0.2249288119953865,-0.14738952105432346,-0.08434333057166543,-0.0019864197530863326,-0.0012210012210012167,0
2023-05-29 05:41:46.472691,-0.013207843137254871,-0.01000784313725478,-0.1885950521798445,-0.2127190817790532,-0.2249288119953865,-0.1149240758598522,-0.0006647887323942836,-0.0019864197530863326,-0.0012210012210012167,0
2023-05-29 06:41:46.474243,-0.013207843137254871,-0.01000784313725478,-0.06082781625321565,-0.06781233859397418,-0.18609759323337172,-0.14738952105432346,-0.05645048329190838,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 07:41:46.475607,-0.37327914438502674,-0.2929210084033613,-0.2524786701431587,-0.30932357723577253,-0.26376003075740084,-0.14738952105432346,-0.05645048329190838,-0.02643570564028086,-0.02298355239531702,0
2023-05-29 08:41:46.477020,-0.013207843137254871,-0.01000784313725478,0.003055801710098782,0.028792156862745166,0.008058500576701322,-0.01752774027643844,-0.028557636012151555,-0.0019864197530863326,-0.0012210012210012167,0
2023-05-29 09:41:46.478428,-0.013207843137254871,-0.19861661998132574,-0.12471143421653008,-0.11611458632233385,-0.18609759323337172,-0.1149240758598522,-0.05645048329190838,-0.0019864197530863326,-0.0012210012210012167,0
2023-05-29 10:41:46.480163,-0.013207843137254871,-0.19861661998132574,-0.31636228810647293,-0.2127190817790532,-0.18609759323337172,-0.1798549662487945,-0.08434333057166543,-0.0019864197530863326,-0.0012210012210012167,0
2023-05-29 11:41:46.481687,-0.013207843137254871,-0.01000784313725478,-0.1885950521798445,-0.16441683405069352,-0.26376003075740084,-0.1798549662487945,-0.08434333057166543,-0.05088499152747494,-0.0012210012210012167,0
2023-05-29 12:41:46.483103,-0.013207843137254871,-0.01000784313725478,-0.06082781625321565,-0.06781233859397418,-0.18609759323337172,-0.14738952105432346,-0.05645048329190838,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 13:41:46.484427,-0.013207843137254871,-0.10431223155929037,-0.06082781625321565,-0.06781233859397418,-0.14726637447135693,-0.14738952105432346,-0.028557636012151555,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 14:41:46.485665,-0.013207843137254871,-0.10431223155929037,-0.12471143421653008,-0.11611458632233385,-0.18609759323337172,-0.1149240758598522,-0.05645048329190838,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 15:41:46.486903,-0.37327914438502674,-0.2929210084033613,-0.2524786701431587,-0.2127190817790532,-0.18609759323337172,-0.14738952105432346,-0.028557636012151555,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 16:41:46.488169,-0.013207843137254871,-0.01000784313725478,-0.1885950521798445,-0.16441683405069352,-0.18609759323337172,-0.08245863066538095,-0.028557636012151555,-0.02643570564028086,-0.0012210012210012167,0
2023-05-29 17:41:46.489918,-0.013207843137254871,-0.01000784313725478,-0.06082781625321565,-0.11611458632233385,-0.14726637447135693,-0.14738952105432346,-0.028557636012151555,-0.0019864197530863326,-0.0012210012210012167,0
2023-05-29 18:41:46.491326,0.02639999999999998,0.02960000000000007,0.04266364484735363,-0.12867317073170725,-0.15270274509803916,-0.1175213114754099,-0.029115492957746625,-0.026924691358024555,-0.0012210012210012167,0
2023-05-29 19:41:46.492558,0.02639999999999998,-0.06659047619047631,-0.022497645475227035,-0.17794146341463413,-0.23191843137254886,-0.1175213114754099,-0.029115492957746625,-0.026924691358024555,-0.0012210012210012167,0
2023-05-29 20:41:46.493741,0.02639999999999998,-0.16278095238095225,-0.0876589357978077,-0.12867317073170725,-0.15270274509803916,-0.1175213114754099,-0.08601690140845064,-0.051862962962963,-0.023418803418803424,0
2023-05-29 21:41:46.494928,0.02639999999999998,-0.16278095238095225,-0.15282022612038837,-0.17794146341463413,-0.3111341176470588,-0.18375081967213114,-0.08601690140845064,-0.026924691358024555,-0.0012210012210012167,0
2023-05-29 22:41:46.496091,0.02639999999999998,0.02960000000000007,-0.022497645475227035,-0.07940487804878038,-0.192310588235294,-0.18375081967213114,-0.05756619718309852,-0.026924691358024555,-0.0012210012210012167,0
2023-05-29 23:41:46.497329,0.02639999999999998,-0.06659047619047631,-0.15282022612038837,-0.227209756097561,-0.192310588235294,-0.08440655737704916,-0.0006647887323945056,-0.0019864197530863326,-0.0012210012210012167,0
